date_saved,county,county_population,partially_covered,rate_partially_covered,fully_covered,rate_fully_covered,date_updated
2021-12-27,Bradford,60323,3953,,22366,,2021-09-28
2021-12-27,Lycoming,113299,7119,,55580,,2021-09-28
2021-12-27,Centre,162385,12260,,90823,,2021-09-28
2021-12-27,Blair,121829,8302,,56715,,2021-09-28
2021-12-27,Mercer,109424,7710,,52376,,2021-09-28
2021-12-27,Somerset,73447,4495,,32752,,2021-09-28
2021-12-27,Perry,46272,2962,,20642,,2021-09-28
2021-12-27,Cumberland,253370,29636,,149689,,2021-09-28
2021-12-27,Lancaster,545724,35128,,292367,,2021-09-28
2021-12-27,Fulton,14530,372,,4155,,2021-09-28
2021-12-27,Mifflin,46138,1738,,20912,,2021-09-28
2021-12-27,Schuylkill,141359,8315,,77892,,2021-09-28
2021-12-27,Out-of-State,0,210569,,383017,,2021-09-28
2021-12-27,Northumberland,90843,4463,,48810,,2021-09-28
2021-12-27,Carbon,64182,4581,,35756,,2021-09-28
2021-12-27,Elk,29910,1718,,15850,,2021-09-28
2021-12-27,York,449058,28902,,232841,,2021-09-28
2021-12-27,Philadelphia,1584064,85826,,210477,,2021-09-28
2021-12-27,Clearfield,79255,4104,,36704,,2021-09-28
2021-12-27,Beaver,163929,12839,,84030,,2021-09-28
2021-12-27,Lawrence,85512,7165,,41254,,2021-09-28
2021-12-27,Crawford,84629,5387,,37828,,2021-09-28
2021-12-27,Venango,50668,3513,,21932,,2021-09-28
2021-12-27,Pike,55809,5916,,26976,,2021-09-28
2021-12-27,Cambria,130192,8541,,66588,,2021-09-28
2021-12-27,Lehigh,369318,28150,,245388,,2021-09-28
2021-12-27,Susquehanna,40328,2369,,15799,,2021-09-28
2021-12-27,Chester,524989,73397,,341965,,2021-09-28
2021-12-27,Bucks,628270,80369,,369021,,2021-09-28
2021-12-27,Northampton,305285,22945,,190247,,2021-09-28
2021-12-27,Dauphin,278299,26140,,155264,,2021-09-28
2021-12-27,Fayette,129274,9673,,65921,,2021-09-28
2021-12-27,Washington,206865,17914,,120524,,2021-09-28
2021-12-27,Lebanon,141793,8702,,68796,,2021-09-28
2021-12-27,Snyder,40372,1715,,16168,,2021-09-28
2021-12-27,Columbia,64964,3444,,36147,,2021-09-28
2021-12-27,Allegheny,1216045,132448,,785167,,2021-09-28
2021-12-27,Warren,39191,3026,,17008,,2021-09-28
2021-12-27,Clarion,38438,2126,,15749,,2021-09-28
2021-12-27,Mckean,40625,4099,,16744,,2021-09-28
2021-12-27,Sullivan,6066,546,,3062,,2021-09-28
2021-12-27,Wayne,51361,4782,,27736,,2021-09-28
2021-12-27,Forest,7247,449,,4971,,2021-09-28
2021-12-27,Wyoming,26794,2295,,14994,,2021-09-28
2021-12-27,Adams,103009,5750,,48986,,2021-09-28
2021-12-27,Luzerne,317417,23412,,186379,,2021-09-28
2021-12-27,Erie,269728,23070,,148382,,2021-09-28
2021-12-27,Montgomery,830915,119815,,503375,,2021-09-28
2021-12-27,Armstrong,64735,4138,,36329,,2021-09-28
2021-12-27,Bedford,47888,1963,,16746,,2021-09-28
2021-12-27,Huntingdon,45144,2283,,20601,,2021-09-28
2021-12-27,Monroe,170271,12677,,89777,,2021-09-28
2021-12-27,Clinton,38632,2359,,16254,,2021-09-28
2021-12-27,Greene,36233,2185,,15511,,2021-09-28
2021-12-27,Lackawanna,209674,17388,,136125,,2021-09-28
2021-12-27,Indiana,84073,4624,,35047,,2021-09-28
2022-01-03,Pike,55809,6097,,27145,,2021-09-28
2022-01-03,Lebanon,141793,8989,,69301,,2021-09-28
2022-01-03,Venango,50668,3578,,22113,,2021-09-28
2022-01-03,Jefferson,43425,2182,,19720,,2021-09-28
2022-01-03,Elk,29910,1735,,15927,,2021-09-28
2022-01-03,Cambria,130192,8644,,67071,,2021-09-28
2022-01-03,Franklin,155027,7601,,64335,,2021-09-28
2022-01-03,Erie,269728,23560,,149301,,2021-09-28
2022-01-03,Out-of-State,0,220826,,385158,,2021-09-28
2022-01-03,Clinton,38632,2401,,16369,,2021-09-28
2022-01-03,Schuylkill,141359,8550,,78368,,2021-09-28
2022-01-03,Montgomery,830915,124567,,506798,,2021-09-28
2022-01-03,Crawford,84629,5503,,38084,,2021-09-28
2022-01-03,Huntingdon,45144,2405,,20715,,2021-09-28
2022-01-03,Chester,524989,76191,,343927,,2021-09-28
2022-01-03,Lancaster,545724,36361,,294158,,2021-09-28
2022-01-03,Mckean,40625,4162,,16868,,2021-09-28
2022-01-03,York,449058,30039,,234409,,2021-09-28
2022-01-03,Perry,46272,3001,,20783,,2021-09-28
2022-01-03,Delaware,566747,72688,,335197,,2021-09-28
2022-01-03,Greene,36233,2239,,15597,,2021-09-28
2022-01-03,Susquehanna,40328,2422,,15868,,2021-09-28
2022-01-03,Philadelphia,1584064,91591,,212116,,2021-09-28
2022-01-03,Montour,18230,1438,,13274,,2021-09-28
2022-01-03,Clearfield,79255,4213,,36928,,2021-09-28
2022-01-03,Tioga,40591,2924,,16736,,2021-09-28
2022-01-03,Lehigh,369318,29232,,246757,,2021-09-28
2022-01-03,Fayette,129274,9961,,66322,,2021-09-28
2022-01-03,Armstrong,64735,4255,,36551,,2021-09-28
2022-01-03,Potter,16526,1209,,5722,,2021-09-28
2022-01-03,Northumberland,90843,4630,,49098,,2021-09-28
2022-01-03,Blair,121829,8442,,57121,,2021-09-28
2022-01-03,Allegheny,1216045,136179,,789226,,2021-09-28
2022-01-03,Mifflin,46138,1733,,21100,,2021-09-28
2022-01-03,Union,44923,2410,,20902,,2021-09-28
2022-01-03,Washington,206865,18367,,121176,,2021-09-28
2022-01-03,Bucks,628270,83056,,372385,,2021-09-28
2022-01-03,Wyoming,26794,2381,,15090,,2021-09-28
2022-01-03,Cameron,4447,231,,2366,,2021-09-28
2022-01-03,Sullivan,6066,548,,3073,,2021-09-28
2022-01-03,Lackawanna,209674,18016,,136914,,2021-09-28
2022-01-03,Dauphin,278299,27067,,156285,,2021-09-28
2022-01-03,Fulton,14530,390,,4170,,2021-09-28
2022-01-03,Mercer,109424,7855,,52692,,2021-09-28
2022-01-03,Adams,103009,5966,,49307,,2021-09-28
2022-01-03,Bradford,60323,4185,,22535,,2021-09-28
2022-01-03,Wayne,51361,4941,,27913,,2021-09-28
2022-01-03,Centre,162385,12779,,91168,,2021-09-28
2022-01-03,Westmoreland,348899,26229,,188971,,2021-09-28
2022-01-03,Clarion,38438,2127,,15878,,2021-09-28
2022-01-03,Carbon,64182,4730,,35974,,2021-09-28
2022-01-03,Lawrence,85512,7302,,41489,,2021-09-28
2022-01-03,Cumberland,253370,30390,,150898,,2021-09-28
2022-01-03,Lycoming,113299,7193,,56031,,2021-09-28
2022-01-03,Berks,421164,32173,,228570,,2021-09-28
2022-01-03,Luzerne,317417,24327,,187521,,2021-09-28
2022-01-03,Snyder,40372,1773,,16273,,2021-09-28
2022-01-03,Columbia,64964,3635,,36356,,2021-09-28
2022-01-03,Forest,7247,462,,4989,,2021-09-28
2022-01-03,Northampton,305285,23750,,191316,,2021-09-28
2022-01-03,Indiana,84073,4760,,35226,,2021-09-28
2022-01-03,Butler,187853,14432,,111377,,2021-09-28
2022-01-03,Juniata,24763,813,,9397,,2021-09-28
2022-01-03,Bedford,47888,1992,,16867,,2021-09-28
2022-01-03,Somerset,73447,4536,,32968,,2021-09-28
2022-01-03,Warren,39191,3029,,17146,,2021-09-28
2022-01-03,Monroe,170271,13283,,90312,,2021-09-28
2022-01-03,Beaver,163929,13222,,84441,,2021-09-28
2022-01-10,Warren,39191,3055,,17308,,2021-09-28
2022-01-10,Indiana,84073,4905,,35454,,2021-09-28
2022-01-10,Out-of-State,0,231066,,387940,,2021-09-28
2022-01-10,Forest,7247,473,,4999,,2021-09-28
2022-01-10,Lycoming,113299,7316,,56550,,2021-09-28
2022-01-10,Washington,206865,18909,,122147,,2021-09-28
2022-01-10,Crawford,84629,5669,,38262,,2021-09-28
2022-01-10,Huntingdon,45144,2480,,20840,,2021-09-28
2022-01-10,Butler,187853,14824,,112117,,2021-09-28
2022-01-10,Mckean,40625,4213,,17041,,2021-09-28
2022-01-10,Carbon,64182,4854,,36305,,2021-09-28
2022-01-10,Fulton,14530,392,,4198,,2021-09-28
2022-01-10,Jefferson,43425,2183,,19847,,2021-09-28
2022-01-10,Luzerne,317417,25373,,188872,,2021-09-28
2022-01-10,Westmoreland,348899,26778,,190116,,2021-09-28
2022-01-10,Mifflin,46138,1742,,21281,,2021-09-28
2022-01-10,Somerset,73447,4628,,33166,,2021-09-28
2022-01-10,Cambria,130192,8831,,67479,,2021-09-28
2022-01-10,Philadelphia,1584064,99261,,214794,,2021-09-28
2022-01-10,Erie,269728,24151,,150348,,2021-09-28
2022-01-10,Potter,16526,1225,,5773,,2021-09-28
2022-01-10,Blair,121829,8584,,57541,,2021-09-28
2022-01-10,Montour,18230,1508,,13361,,2021-09-28
2022-01-10,Pike,55809,6328,,27342,,2021-09-28
2022-01-10,Adams,103009,6166,,49693,,2021-09-28
2022-01-10,Wyoming,26794,2503,,15183,,2021-09-28
2022-01-10,Clearfield,79255,4368,,37141,,2021-09-28
2022-01-10,York,449058,31253,,236297,,2021-09-28
2022-01-10,Greene,36233,2273,,15703,,2021-09-28
2022-01-10,Allegheny,1216045,140518,,794160,,2021-09-28
2022-01-10,Lackawanna,209674,18698,,137766,,2021-09-28
2022-01-10,Clarion,38438,2199,,15949,,2021-09-28
2022-01-10,Armstrong,64735,4315,,36831,,2021-09-28
2022-01-10,Fayette,129274,10236,,66752,,2021-09-28
2022-01-10,Franklin,155027,7871,,64877,,2021-09-28
2022-01-10,Sullivan,6066,572,,3089,,2021-09-28
2022-01-10,Centre,162385,13302,,91690,,2021-09-28
2022-01-10,Cumberland,253370,31322,,152238,,2021-09-28
2022-01-10,Schuylkill,141359,8873,,78950,,2021-09-28
2022-01-10,Susquehanna,40328,2500,,16000,,2021-09-28
2022-01-10,Bucks,628270,86070,,375084,,2021-09-28
2022-01-10,Elk,29910,1763,,16023,,2021-09-28
2022-01-10,Berks,421164,33482,,230250,,2021-09-28
2022-01-10,Perry,46272,3080,,20967,,2021-09-28
2022-01-10,Beaver,163929,13547,,85097,,2021-09-28
2022-01-10,Bedford,47888,2031,,17002,,2021-09-28
2022-01-10,Union,44923,2491,,21064,,2021-09-28
2022-01-10,Delaware,566747,76395,,337670,,2021-09-28
2022-01-10,Lehigh,369318,30613,,248582,,2021-09-28
2022-01-10,Snyder,40372,1874,,16369,,2021-09-28
2022-01-10,Wayne,51361,5113,,28047,,2021-09-28
2022-01-10,Venango,50668,3645,,22272,,2021-09-28
2022-01-10,Bradford,60323,4357,,22691,,2021-09-28
2022-01-10,Montgomery,830915,129757,,510544,,2021-09-28
2022-01-10,Cameron,4447,237,,2377,,2021-09-28
2022-01-10,Monroe,170271,13934,,90954,,2021-09-28
2022-01-10,Clinton,38632,2490,,16497,,2021-09-28
2022-01-10,Juniata,24763,834,,9478,,2021-09-28
2022-01-10,Lebanon,141793,9456,,69782,,2021-09-28
2022-01-10,Columbia,64964,3853,,36593,,2021-09-28
2022-01-10,Tioga,40591,2948,,16908,,2021-09-28
2022-01-10,Northumberland,90843,4816,,49437,,2021-09-28
2022-01-10,Lancaster,545724,38154,,296190,,2021-09-28
2022-01-10,Mercer,109424,8095,,53112,,2021-09-28
2022-01-10,Chester,524989,79835,,346418,,2021-09-28
2022-01-10,Dauphin,278299,28576,,157544,,2021-09-28
2022-01-10,Lawrence,85512,7497,,41781,,2021-09-28
2022-01-10,Northampton,305285,24613,,192737,,2021-09-28
2022-01-17,Mercer,109424,8316,,53383,,2021-09-28
2022-01-17,Monroe,170271,14596,,91598,,2021-09-28
2022-01-17,Lackawanna,209674,19424,,138486,,2021-09-28
2022-01-17,Montgomery,830915,134678,,513596,,2021-09-28
2022-01-17,Armstrong,64735,4413,,37077,,2021-09-28
2022-01-17,Snyder,40372,1946,,16474,,2021-09-28
2022-01-17,Erie,269728,24871,,151131,,2021-09-28
2022-01-17,Dauphin,278299,29775,,158570,,2021-09-28
2022-01-17,Schuylkill,141359,9168,,79380,,2021-09-28
2022-01-17,Mckean,40625,4287,,17163,,2021-09-28
2022-01-17,Blair,121829,8776,,57904,,2021-09-28
2022-01-17,Union,44923,2561,,21203,,2021-09-28
2022-01-17,Somerset,73447,4735,,33352,,2021-09-28
2022-01-17,Allegheny,1216045,145176,,798055,,2021-09-28
2022-01-17,Cambria,130192,8992,,67901,,2021-09-28
2022-01-17,Clinton,38632,2559,,16576,,2021-09-28
2022-01-17,Indiana,84073,5036,,35648,,2021-09-28
2022-01-17,Fulton,14530,395,,4215,,2021-09-28
2022-01-17,Cameron,4447,242,,2380,,2021-09-28
2022-01-17,Bucks,628270,89310,,377688,,2021-09-28
2022-01-17,Franklin,155027,8054,,65342,,2021-09-28
2022-01-17,Wayne,51361,5272,,28183,,2021-09-28
2022-01-17,Berks,421164,35007,,231833,,2021-09-28
2022-01-17,Philadelphia,1584064,107461,,217341,,2021-09-28
2022-01-17,Potter,16526,1233,,5814,,2021-09-28
2022-01-17,Clarion,38438,2224,,16043,,2021-09-28
2022-01-17,Warren,39191,3107,,17411,,2021-09-28
2022-01-17,Lebanon,141793,9882,,70261,,2021-09-28
2022-01-17,Delaware,566747,79681,,340077,,2021-09-28
2022-01-17,Crawford,84629,5848,,38419,,2021-09-28
2022-01-17,Columbia,64964,3917,,36833,,2021-09-28
2022-01-17,Montour,18230,1534,,13425,,2021-09-28
2022-01-17,Tioga,40591,3018,,17063,,2021-09-28
2022-01-17,Northampton,305285,25605,,193840,,2021-09-28
2022-01-17,Chester,524989,83411,,348873,,2021-09-28
2022-01-17,Fayette,129274,10519,,67104,,2021-09-28
2022-01-17,Centre,162385,13714,,92211,,2021-09-28
2022-01-17,Jefferson,43425,2222,,19943,,2021-09-28
2022-01-17,Wyoming,26794,2597,,15261,,2021-09-28
2022-01-17,Juniata,24763,864,,9526,,2021-09-28
2022-01-17,Clearfield,79255,4509,,37312,,2021-09-28
2022-01-17,Lancaster,545724,39828,,298126,,2021-09-28
2022-01-17,Lawrence,85512,7677,,42025,,2021-09-28
2022-01-17,Sullivan,6066,574,,3097,,2021-09-28
2022-01-17,Westmoreland,348899,27552,,191050,,2021-09-28
2022-01-17,Perry,46272,3152,,21121,,2021-09-28
2022-01-17,Elk,29910,1836,,16091,,2021-09-28
2022-01-17,Out-of-State,0,240620,,390514,,2021-09-28
2022-01-17,Bradford,60323,4535,,22809,,2021-09-28
2022-01-17,York,449058,32301,,237975,,2021-09-28
2022-01-17,Forest,7247,480,,5018,,2021-09-28
2022-01-17,Carbon,64182,5042,,36509,,2021-09-28
2022-01-17,Huntingdon,45144,2525,,20934,,2021-09-28
2022-01-17,Luzerne,317417,26384,,189902,,2021-09-28
2022-01-17,Cumberland,253370,32398,,153495,,2021-09-28
2022-01-17,Bedford,47888,2103,,17065,,2021-09-28
2022-01-17,Northumberland,90843,4975,,49718,,2021-09-28
2022-01-17,Susquehanna,40328,2634,,16109,,2021-09-28
2022-01-17,Washington,206865,19437,,122816,,2021-09-28
2022-01-17,Adams,103009,6326,,49992,,2021-09-28
2022-01-17,Pike,55809,6543,,27499,,2021-09-28
2022-01-17,Venango,50668,3739,,22399,,2021-09-28
2022-01-17,Greene,36233,2367,,15774,,2021-09-28
2022-01-17,Mifflin,46138,1767,,21421,,2021-09-28
2022-01-17,Butler,187853,15262,,112722,,2021-09-28
2022-01-17,Lycoming,113299,7550,,56885,,2021-09-28
2022-01-17,Lehigh,369318,31866,,249940,,2021-09-28
2022-01-17,Beaver,163929,14075,,85583,,2021-09-28
2022-01-24,York,449058,32680,,239510,,2021-09-28
2022-01-24,Monroe,170271,14845,,92115,,2021-09-28
2022-01-24,Dauphin,278299,30830,,159551,,2021-09-28
2022-01-24,Huntingdon,45144,2566,,21031,,2021-09-28
2022-01-24,Lebanon,141793,10136,,70748,,2021-09-28
2022-01-24,Elk,29910,1838,,16150,,2021-09-28
2022-01-24,Erie,269728,25045,,151862,,2021-09-28
2022-01-24,Beaver,163929,14225,,86024,,2021-09-28
2022-01-24,Juniata,24763,896,,9563,,2021-09-28
2022-01-24,Lehigh,369318,32286,,251249,,2021-09-28
2022-01-24,Clarion,38438,2261,,16106,,2021-09-28
2022-01-24,Blair,121829,8806,,58233,,2021-09-28
2022-01-24,Centre,162385,13963,,92569,,2021-09-28
2022-01-24,Lackawanna,209674,19695,,139228,,2021-09-28
2022-01-24,Union,44923,2568,,21302,,2021-09-28
2022-01-24,Forest,7247,474,,5033,,2021-09-28
2022-01-24,Schuylkill,141359,9311,,79867,,2021-09-28
2022-01-24,Cameron,4447,240,,2384,,2021-09-28
2022-01-24,Adams,103009,6346,,50294,,2021-09-28
2022-01-24,Northumberland,90843,5060,,49983,,2021-09-28
2022-01-24,Mifflin,46138,1788,,21523,,2021-09-28
2022-01-24,Westmoreland,348899,27932,,191892,,2021-09-28
2022-01-24,Bedford,47888,2099,,17120,,2021-09-28
2022-01-24,Washington,206865,19639,,123396,,2021-09-28
2022-01-24,Jefferson,43425,2229,,20026,,2021-09-28
2022-01-24,Clearfield,79255,4550,,37477,,2021-09-28
2022-01-24,Somerset,73447,4715,,33494,,2021-09-28
2022-01-24,Armstrong,64735,4420,,37280,,2021-09-28
2022-01-24,Fulton,14530,391,,4245,,2021-09-28
2022-01-24,Cambria,130192,9034,,68229,,2021-09-28
2022-01-24,Butler,187853,15452,,113170,,2021-09-28
2022-01-24,Bucks,628270,91081,,379893,,2021-09-28
2022-01-24,Lawrence,85512,7678,,42249,,2021-09-28
2022-01-24,Indiana,84073,5064,,35792,,2021-09-28
2022-01-24,Venango,50668,3764,,22523,,2021-09-28
2022-01-24,Montgomery,830915,137960,,516448,,2021-09-28
2022-01-24,Franklin,155027,8122,,65703,,2021-09-28
2022-01-24,Sullivan,6066,574,,3111,,2021-09-28
2022-01-24,Greene,36233,2380,,15832,,2021-09-28
2022-01-24,Cumberland,253370,33091,,154573,,2021-09-28
2022-01-24,Luzerne,317417,26795,,191062,,2021-09-28
2022-01-24,Tioga,40591,3017,,17185,,2021-09-28
2022-01-24,Delaware,566747,82504,,341882,,2021-09-28
2022-01-24,Out-of-State,0,246841,,392633,,2021-09-28
2022-01-24,Chester,524989,85887,,350704,,2021-09-28
2022-01-24,Snyder,40372,1959,,16555,,2021-09-28
2022-01-24,Lycoming,113299,7602,,57180,,2021-09-28
2022-01-24,Mercer,109424,8333,,53620,,2021-09-28
2022-01-24,Philadelphia,1584064,113429,,219443,,2021-09-28
2022-01-24,Susquehanna,40328,2757,,16179,,2021-09-28
2022-01-24,Mckean,40625,4311,,17244,,2021-09-28
2022-01-24,Carbon,64182,5119,,36709,,2021-09-28
2022-01-24,Crawford,84629,5888,,38604,,2021-09-28
2022-01-24,Northampton,305285,25991,,194915,,2021-09-28
2022-01-24,Clinton,38632,2617,,16662,,2021-09-28
2022-01-24,Fayette,129274,10578,,67444,,2021-09-28
2022-01-24,Wayne,51361,5317,,28306,,2021-09-28
2022-01-24,Bradford,60323,4607,,22952,,2021-09-28
2022-01-24,Perry,46272,3212,,21252,,2021-09-28
2022-01-24,Lancaster,545724,40871,,299855,,2021-09-28
2022-01-24,Columbia,64964,4015,,37051,,2021-09-28
2022-01-24,Wyoming,26794,2652,,15368,,2021-09-28
2022-01-24,Pike,55809,6651,,27675,,2021-09-28
2022-01-24,Berks,421164,35739,,233850,,2021-09-28
2022-01-24,Montour,18230,1547,,13493,,2021-09-28
2022-01-24,Warren,39191,3105,,17507,,2021-09-28
2022-01-24,Allegheny,1216045,147915,,801308,,2021-09-28
2022-01-24,Potter,16526,1237,,5858,,2021-09-28
2022-01-31,Mercer,109424,8286,,53901,,2021-09-28
2022-01-31,Pike,55809,6705,,27834,,2021-09-28
2022-01-31,Cumberland,253370,33520,,155649,,2021-09-28
2022-01-31,Columbia,64964,3954,,37324,,2021-09-28
2022-01-31,Washington,206865,19745,,123950,,2021-09-28
2022-01-31,Dauphin,278299,31384,,160657,,2021-09-28
2022-01-31,Greene,36233,2395,,15896,,2021-09-28
2022-01-31,Bradford,60323,4646,,23039,,2021-09-28
2022-01-31,Venango,50668,3788,,22629,,2021-09-28
2022-01-31,Carbon,64182,5113,,36913,,2021-09-28
2022-01-31,Cameron,4447,237,,2396,,2021-09-28
2022-01-31,Potter,16526,1268,,5891,,2021-09-28
2022-01-31,Montour,18230,1532,,13587,,2021-09-28
2022-01-31,Out-of-State,0,251601,,394847,,2021-09-28
2022-01-31,Wayne,51361,5363,,28443,,2021-09-28
2022-01-31,Lancaster,545724,41254,,301669,,2021-09-28
2022-01-31,Snyder,40372,1941,,16674,,2021-09-28
2022-01-31,Union,44923,2515,,21431,,2021-09-28
2022-01-31,Lebanon,141793,10257,,71271,,2021-09-28
2022-01-31,Bucks,628270,92062,,381745,,2021-09-28
2022-01-31,Lycoming,113299,7602,,57508,,2021-09-28
2022-01-31,Juniata,24763,915,,9616,,2021-09-28
2022-01-31,Clearfield,79255,4589,,37659,,2021-09-28
2022-01-31,Centre,162385,14050,,92962,,2021-09-28
2022-01-31,Blair,121829,8892,,58487,,2021-09-28
2022-01-31,Perry,46272,3261,,21342,,2021-09-28
2022-01-31,Adams,103009,6353,,50574,,2021-09-28
2022-01-31,Lackawanna,209674,19719,,139919,,2021-09-28
2022-01-31,Clarion,38438,2267,,16169,,2021-09-28
2022-01-31,Indiana,84073,5115,,35935,,2021-09-28
2022-01-31,Philadelphia,1584064,116150,,221586,,2021-09-28
2022-01-31,Crawford,84629,5929,,38776,,2021-09-28
2022-01-31,Mckean,40625,4381,,17347,,2021-09-28
2022-01-31,Butler,187853,15420,,113742,,2021-09-28
2022-01-31,Clinton,38632,2608,,16800,,2021-09-28
2022-01-31,York,449058,32763,,241068,,2021-09-28
2022-01-31,Bedford,47888,2115,,17167,,2021-09-28
2022-01-31,Warren,39191,3084,,17604,,2021-09-28
2022-01-31,Sullivan,6066,577,,3125,,2021-09-28
2022-01-31,Westmoreland,348899,28140,,192695,,2021-09-28
2022-01-31,Wyoming,26794,2657,,15442,,2021-09-28
2022-01-31,Cambria,130192,9061,,68582,,2021-09-28
2022-01-31,Luzerne,317417,26888,,192138,,2021-09-28
2022-01-31,Somerset,73447,4705,,33662,,2021-09-28
2022-01-31,Northumberland,90843,5047,,50295,,2021-09-28
2022-01-31,Huntingdon,45144,2604,,21120,,2021-09-28
2022-01-31,Beaver,163929,14262,,86439,,2021-09-28
2022-01-31,Franklin,155027,8032,,66139,,2021-09-28
2022-01-31,Mifflin,46138,1769,,21658,,2021-09-28
2022-01-31,Monroe,170271,14964,,92680,,2021-09-28
2022-01-31,Allegheny,1216045,149221,,805030,,2021-09-28
2022-01-31,Forest,7247,467,,5048,,2021-09-28
2022-01-31,Berks,421164,36057,,235427,,2021-09-28
2022-01-31,Delaware,566747,83868,,343918,,2021-09-28
2022-01-31,Elk,29910,1847,,16205,,2021-09-28
2022-01-31,Northampton,305285,26088,,195821,,2021-09-28
2022-01-31,Armstrong,64735,4466,,37440,,2021-09-28
2022-01-31,Erie,269728,25049,,152578,,2021-09-28
2022-01-31,Tioga,40591,3006,,17293,,2021-09-28
2022-01-31,Schuylkill,141359,9296,,80330,,2021-09-28
2022-01-31,Montgomery,830915,139569,,518867,,2021-09-28
2022-01-31,Chester,524989,87090,,352512,,2021-09-28
2022-01-31,Fayette,129274,10599,,67788,,2021-09-28
2022-01-31,Susquehanna,40328,2787,,16247,,2021-09-28
2022-01-31,Fulton,14530,401,,4258,,2021-09-28
2022-01-31,Lawrence,85512,7725,,42451,,2021-09-28
2022-01-31,Lehigh,369318,32406,,252529,,2021-09-28
2022-01-31,Jefferson,43425,2242,,20112,,2021-09-28
2022-02-07,Adams,103009,6303,,50863,,2021-09-28
2022-02-07,Luzerne,317417,26582,,193188,,2021-09-28
2022-02-07,Sullivan,6066,571,,3136,,2021-09-28
2022-02-07,Susquehanna,40328,2781,,16321,,2021-09-28
2022-02-07,Montgomery,830915,139516,,521409,,2021-09-28
2022-02-07,Chester,524989,87047,,354461,,2021-09-28
2022-02-07,Lehigh,369318,31867,,254192,,2021-09-28
2022-02-07,Tioga,40591,2980,,17374,,2021-09-28
2022-02-07,Columbia,64964,3923,,37494,,2021-09-28
2022-02-07,Out-of-State,0,253946,,396898,,2021-09-28
2022-02-07,Cameron,4447,236,,2405,,2021-09-28
2022-02-07,Delaware,566747,83921,,346206,,2021-09-28
2022-02-07,Elk,29910,1812,,16267,,2021-09-28
2022-02-07,Mifflin,46138,1733,,21762,,2021-09-28
2022-02-07,Monroe,170271,14764,,93331,,2021-09-28
2022-02-07,Berks,421164,35433,,237164,,2021-09-28
2022-02-07,Northumberland,90843,4965,,50534,,2021-09-28
2022-02-07,Philadelphia,1584064,116449,,224138,,2021-09-28
2022-02-07,Pike,55809,6679,,27993,,2021-09-28
2022-02-07,Clarion,38438,2235,,16230,,2021-09-28
2022-02-07,Potter,16526,1259,,5914,,2021-09-28
2022-02-07,Schuylkill,141359,9232,,80716,,2021-09-28
2022-02-07,Bucks,628270,91719,,383956,,2021-09-28
2022-02-07,Fayette,129274,10525,,68159,,2021-09-28
2022-02-07,Butler,187853,15321,,114172,,2021-09-28
2022-02-07,Greene,36233,2377,,15971,,2021-09-28
2022-02-07,Jefferson,43425,2220,,20194,,2021-09-28
2022-02-07,Washington,206865,19713,,124451,,2021-09-28
2022-02-07,Northampton,305285,25789,,196950,,2021-09-28
2022-02-07,Armstrong,64735,4421,,37615,,2021-09-28
2022-02-07,Westmoreland,348899,28026,,193528,,2021-09-28
2022-02-07,Cumberland,253370,33375,,156723,,2021-09-28
2022-02-07,Cambria,130192,8992,,68875,,2021-09-28
2022-02-07,Erie,269728,24860,,153261,,2021-09-28
2022-02-07,Juniata,24763,899,,9665,,2021-09-28
2022-02-07,Bradford,60323,4622,,23114,,2021-09-28
2022-02-07,Warren,39191,3049,,17682,,2021-09-28
2022-02-07,Franklin,155027,7934,,66543,,2021-09-28
2022-02-07,Union,44923,2467,,21543,,2021-09-28
2022-02-07,Perry,46272,3239,,21458,,2021-09-28
2022-02-07,Huntingdon,45144,2656,,21172,,2021-09-28
2022-02-07,Lycoming,113299,7537,,57780,,2021-09-28
2022-02-07,Clinton,38632,2616,,16873,,2021-09-28
2022-02-07,Forest,7247,470,,5061,,2021-09-28
2022-02-07,Mckean,40625,4399,,17435,,2021-09-28
2022-02-07,Fulton,14530,386,,4282,,2021-09-28
2022-02-07,York,449058,32432,,242624,,2021-09-28
2022-02-07,Bedford,47888,2106,,17228,,2021-09-28
2022-02-07,Lawrence,85512,7704,,42610,,2021-09-28
2022-02-07,Snyder,40372,1907,,16763,,2021-09-28
2022-02-07,Lancaster,545724,40793,,303337,,2021-09-28
2022-02-07,Mercer,109424,8220,,54130,,2021-09-28
2022-02-07,Carbon,64182,5025,,37130,,2021-09-28
2022-02-07,Montour,18230,1540,,13636,,2021-09-28
2022-02-07,Venango,50668,3758,,22708,,2021-09-28
2022-02-07,Dauphin,278299,31418,,161697,,2021-09-28
2022-02-07,Beaver,163929,14148,,86812,,2021-09-28
2022-02-07,Clearfield,79255,4565,,37823,,2021-09-28
2022-02-07,Blair,121829,8826,,58800,,2021-09-28
2022-02-07,Lebanon,141793,10150,,71792,,2021-09-28
2022-02-07,Wayne,51361,5325,,28568,,2021-09-28
2022-02-07,Crawford,84629,5895,,38925,,2021-09-28
2022-02-07,Indiana,84073,5102,,36055,,2021-09-28
2022-02-07,Centre,162385,14034,,93322,,2021-09-28
2022-02-07,Lackawanna,209674,19558,,140626,,2021-09-28
2022-02-07,Allegheny,1216045,149876,,808020,,2021-09-28
2022-02-07,Somerset,73447,4657,,33861,,2021-09-28
